t,TB_pde_fit,TB_true
4.9,0.011638777836869991,0.011550335015708006
4.95,0.011600902652537277,0.011511631414096833
5.0,0.011564004892159202,0.011473927736969059
5.050000000000001,0.011443979410073407,0.011350552989009804
5.1000000000000005,0.011274104096098608,0.011175917128216015
5.15,0.01111258815516665,0.011010055521887545
5.2,0.010958246168695765,0.010851723268741679
5.25,0.010811139645357428,0.010700983914389204
5.300000000000001,0.01067025765812451,0.01055677542466144
5.3500000000000005,0.010535668786954245,0.0104191682663509
5.4,0.010406506913253833,0.010287252356969367
5.45,0.010282845074218259,0.010161102459295192
5.5,0.01016393775681333,0.010039935198827142
5.550000000000001,0.010049860498331214,0.00992382767284304
5.6000000000000005,0.009939968594471982,0.009812102537331618
5.65,0.009834338626700037,0.009704837768726667
5.7,0.009732410455821761,0.00960144506338778
5.75,0.009634260633888794,0.009502002207396238
5.800000000000001,0.009539400217193496,0.009405995934006693
5.8500000000000005,0.009447904946236348,0.009313503063291359
5.9,0.009359346034680261,0.009224073788149932
5.95,0.009273797851202883,0.009137783410436088
6.0,0.009223706940288592,0.00908729904147811
